cluster_id,R_id,smart,dE,adj_fwd
1,41566,[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][c:8]2[n:9][cH:11][c:12]([O:13][CH:15]3[CH2:16][CH2:18][CH:19]([O:20][H:22])[CH2:21][CH2:17]3)[n:14][c:10]2[cH:23][c:7]1[O:24][CH3:25]>>[CH3:1][O:20][CH:19]1[CH2:18][CH2:16][CH:15]([O:13][c:12]2[cH:11][n:9][c:8]3[cH:6][c:5]([O:4][CH3:3])[c:7]([O:24][CH3:25])[cH:23][c:10]3[n:14]2)[CH2:17][CH2:21]1.[I:2][H:22],-1.2,24.84
1,7168,[NH2:1][c:2]1[cH:3][cH:5][cH:6][c:7]2[c:4]1[n:12][c:10]([Cl:11])[cH:9][cH:8]2.[O:13]([CH2:14][Na:16])[H:15]>>[Cl:11][Na:16].[NH2:1][c:2]1[cH:3][cH:5][cH:6][c:7]2[c:4]1[n:12][c:10]([O:13][CH2:14][H:15])[cH:9][cH:8]2,-74.25,24.86
1,3738,[CH3:1][n:2]1[c:3]([CH:5]([F:7])[F:8])[n:6][n:9](-[c:10]2[cH:11][c:13]([O:14][H:16])[c:15]([Cl:17])[cH:18][c:12]2[Cl:19])[c:4]1=[O:20].[NH2:21][C:22](=[O:23])[CH2:24][I:25]>>[CH3:1][n:2]1[c:3]([CH:5]([F:7])[F:8])[n:6][n:9](-[c:10]2[cH:11][c:13]([O:14][CH2:24][C:22]([NH2:21])=[O:23])[c:15]([Cl:17])[cH:18][c:12]2[Cl:19])[c:4]1=[O:20].[H:16][I:25],-6.13,24.9
1,48950_rev,[CH3:1][n:19]1[c:17](=[O:18])[cH:15][c:12]2[n:16]([c:21]1=[O:22])[CH2:23][CH2:10][c:8]1[cH:6][c:5]([O:4][CH3:3])[c:7]([O:13][CH3:14])[cH:11][c:9]1-2.[I:2][H:20]>>[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][c:8]2[c:9]([cH:11][c:7]1[O:13][CH3:14])-[c:12]1[cH:15][c:17](=[O:18])[n:19]([H:20])[c:21](=[O:22])[n:16]1[CH2:23][CH2:10]2,-12.5,24.92
1,23586_rev,[CH3:1][N:8]1[CH2:7][CH2:5][C:4](=[O:3])[C:6](=[C:12]2[S:13][CH:15]=[CH:16][S:14]2)[C:10]1=[O:11].[I:2][H:9]>>[CH3:1][I:2].[O:3]=[C:4]1[CH2:5][CH2:7][N:8]([H:9])[C:10](=[O:11])[C:6]1=[C:12]1[S:13][CH:15]=[CH:16][S:14]1,-13.12,24.96
1,11921_rev,[CH3:1][O:3][CH:4]1[CH2:6][CH2:8][CH:9]([OH:10])[CH2:11][CH2:7]1.[I:2][H:5]>>[CH3:1][I:2].[O:3]([CH:4]1[CH2:6][CH2:8][CH:9]([OH:10])[CH2:11][CH2:7]1)[H:5],-9.26,24.96
1,18681,[CH3:1][CH:2]1[CH2:3][N:5]([c:6]2[c:8]([F:10])[cH:11][c:12]3[c:13](=[O:15])[c:16]([C:17](=[O:19])[OH:20])[cH:18][n:21]([CH:22]4[CH2:23][CH2:24]4)[c:14]3[c:9]2[F:25])[CH2:7][CH2:26][NH:4]1.[O:27]([CH2:28][Na:30])[H:29]>>[CH3:1][CH:2]1[CH2:3][N:5]([c:6]2[c:8]([F:10])[cH:11][c:12]3[c:13](=[O:15])[c:16]([C:17](=[O:19])[OH:20])[cH:18][n:21]([CH:22]4[CH2:23][CH2:24]4)[c:14]3[c:9]2[O:27][CH2:28][H:29])[CH2:7][CH2:26][NH:4]1.[F:25][Na:30],-70.79,25.05
1,44736,[CH3:1][CH2:2][I:3].[CH3:4][O:5][c:6]1[cH:7][cH:9][c:10]2[n:11]([H:13])[c:14](=[O:15])[o:16][c:17](=[O:18])[c:12]2[c:8]1[O:19][CH3:20]>>[CH3:1][CH2:2][n:11]1[c:10]2[cH:9][cH:7][c:6]([O:5][CH3:4])[c:8]([O:19][CH3:20])[c:12]2[c:17](=[O:18])[o:16][c:14]1=[O:15].[I:3][H:13],-14.72,25.13
1,14556_rev,[CH3:1][O:11][CH2:9][CH:8]1[C:5](=[O:7])[N:4]([CH3:3])[CH:6]([CH2:13][O:14][c:15]2[cH:16][cH:18][cH:19][n:20][cH:17]2)[CH2:10]1.[I:2][H:12]>>[CH3:1][I:2].[CH3:3][N:4]1[C:5](=[O:7])[CH:8]([CH2:9][O:11][H:12])[CH2:10][CH:6]1[CH2:13][O:14][c:15]1[cH:16][cH:18][cH:19][n:20][cH:17]1,-7.57,25.21
1,29527_rev,[CH3:1][N:5]([C:4](=[O:3])[C:6]([F:19])([F:20])[F:21])[CH2:7][c:9]1[cH:10][cH:12][cH:13][cH:14][c:11]1[S:15][CH:16]1[CH2:17][CH2:18]1.[I:2][H:8]>>[CH3:1][I:2].[O:3]=[C:4]([N:5]([CH2:7][c:9]1[cH:10][cH:12][cH:13][cH:14][c:11]1[S:15][CH:16]1[CH2:17][CH2:18]1)[H:8])[C:6]([F:19])([F:20])[F:21],46.92,25.25
1,39883,[CH3:1][CH2:2][I:3].[CH3:4][CH2:5][O:6][c:7]1[cH:8][cH:10][c:11]([NH:12][C:14](=[O:15])[c:16]2[cH:17][n:19]([H:20])[c:21]3[c:18]2[C:23](=[O:24])[CH2:25][CH2:26][CH2:22]3)[cH:13][cH:9]1>>[CH3:1][CH2:2][n:19]1[cH:17][c:16]([C:14]([NH:12][c:11]2[cH:10][cH:8][c:7]([O:6][CH2:5][CH3:4])[cH:9][cH:13]2)=[O:15])[c:18]2[c:21]1[CH2:22][CH2:26][CH2:25][C:23]2=[O:24].[I:3][H:20],-15.91,25.32
1,8545_rev,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:8][c:9]([N+:10](=[O:12])[O-:13])[c:11]([O:14][CH:17]([F:16])[F:18])[cH:7]1.[H:15][I:19]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:8][c:9]([N+:10](=[O:12])[O-:13])[c:11]([O:14][H:15])[cH:7]1.[F:16][CH:17]([F:18])[I:19],-12.43,25.39
1,27523,[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:8]([F:9])[c:10]([CH3:11])[n:12][c:7]1[Cl:13].[O:14]([CH2:15][Na:17])[H:16]>>[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][c:8]([F:9])[c:10]([CH3:11])[n:12][c:7]1[O:14][CH2:15][H:16].[Cl:13][Na:17],-74.97,25.42
1,8552,[CH3:1][I:2].[O:3]=[c:4]1[c:5]([I:7])[c:8](-[c:9]2[cH:11][cH:13][cH:14][cH:15][cH:12]2)[o:10][c:16]2[c:6]1[cH:18][cH:19][n:20]1[c:17]2[n:25][n:23]([H:24])[c:21]1=[O:22]>>[CH3:1][n:23]1[c:21](=[O:22])[n:20]2[c:17]([c:16]3[c:6]([c:4](=[O:3])[c:5]([I:7])[c:8](-[c:9]4[cH:11][cH:13][cH:14][cH:15][cH:12]4)[o:10]3)[cH:18][cH:19]2)[n:25]1.[I:2][H:24],-14.58,25.43
1,9928_rev,[CH3:1][NH:9][c:8]1[cH:7][cH:5][c:4]([CH3:3])[cH:6][c:10]1[Cl:12].[I:2][H:11]>>[CH3:1][I:2].[CH3:3][c:4]1[cH:5][cH:7][c:8]([NH:9][H:11])[c:10]([Cl:12])[cH:6]1,-11.5,25.47
1,41109,[CH3:1][O:2][C:3](=[O:4])[C:5]1([c:6]2[cH:9][c:11]([O:12][H:14])[cH:13][c:15](-[c:16]3[cH:17][cH:19][c:20]([C:21]([F:23])([F:24])[F:25])[cH:22][cH:18]3)[cH:10]2)[CH2:7][CH2:26][CH2:8]1.[F:27][C:28]([F:29])([F:30])[CH2:31][I:32]>>[CH3:1][O:2][C:3](=[O:4])[C:5]1([c:6]2[cH:9][c:11]([O:12][CH2:31][C:28]([F:27])([F:29])[F:30])[cH:13][c:15](-[c:16]3[cH:17][cH:19][c:20]([C:21]([F:23])([F:24])[F:25])[cH:22][cH:18]3)[cH:10]2)[CH2:7][CH2:26][CH2:8]1.[H:14][I:32],-60.08,25.54
1,31341_rev,[CH3:1][O:3][CH2:4][c:6]1[cH:7][c:9]([Br:10])[cH:11][cH:12][c:8]1[Cl:13].[I:2][H:5]>>[CH3:1][I:2].[O:3]([CH2:4][c:6]1[cH:7][c:9]([Br:10])[cH:11][cH:12][c:8]1[Cl:13])[H:5],-6.3,25.59
1,19841,[F:1][C:2]([F:3])([F:4])[CH2:5][I:6].[O:7]=[CH:8][c:9]1[cH:10][c:12]([Cl:13])[cH:14][cH:15][c:11]1[O:16][H:17]>>[F:1][C:2]([F:3])([F:4])[CH2:5][O:16][c:11]1[c:9]([CH:8]=[O:7])[cH:10][c:12]([Cl:13])[cH:14][cH:15]1.[I:6][H:17],-6.3,25.6
1,22457,[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][c:8]([CH3:9])[c:10]2[c:11]([c:7]1[O:14][CH3:15])[CH2:13][CH2:16][CH:17]1[CH:12]2[C:22](=[O:23])[N:20]([H:21])[C:18]1=[O:19]>>[CH3:1][N:20]1[C:18](=[O:19])[CH:17]2[CH:12]([c:10]3[c:8]([CH3:9])[cH:6][c:5]([O:4][CH3:3])[c:7]([O:14][CH3:15])[c:11]3[CH2:13][CH2:16]2)[C:22]1=[O:23].[I:2][H:21],-19.37,25.61
1,36427_rev,[CH3:1][N:6]1[C:4](=[O:3])[CH2:5][c:7]2[cH:8][cH:10][c:11]([O:12][CH2:14][c:15]3[cH:16][cH:18][cH:19][cH:20][cH:17]3)[cH:13][c:9]21.[I:2][H:21]>>[CH3:1][I:2].[O:3]=[C:4]1[CH2:5][c:7]2[cH:8][cH:10][c:11]([O:12][CH2:14][c:15]3[cH:16][cH:18][cH:19][cH:20][cH:17]3)[cH:13][c:9]2[N:6]1[H:21],-3.73,25.62
1,40419_rev,[CH3:1][N:11]1[CH:6]2[C:4]([CH3:3])([CH2:5][CH2:8][C:9]1=[O:10])[c:7]1[c:15]([cH:16][c:17](-[c:18]3[cH:20][cH:22][c:23]([C:24]#[N:26])[cH:25][cH:21]3)[cH:19][cH:27]1)[CH2:14][CH2:13]2.[I:2][H:12]>>[CH3:1][I:2].[CH3:3][C:4]12[CH2:5][CH2:8][C:9](=[O:10])[N:11]([H:12])[CH:6]1[CH2:13][CH2:14][c:15]1[c:7]2[cH:27][cH:19][c:17](-[c:18]2[cH:20][cH:22][c:23]([C:24]#[N:26])[cH:25][cH:21]2)[cH:16]1,-11.78,25.87
1,27652,[CH3:1][I:2].[CH3:3][c:4]1[cH:5][s:7][c:8]([CH2:9][N:10]([C:11](=[O:13])[C:14]23[CH2:15][CH:18]4[CH2:19][CH:21]([CH2:17]2)[CH2:22][CH:23]([CH2:16]3)[CH2:20]4)[H:12])[cH:6]1>>[CH3:1][N:10]([CH2:9][c:8]1[cH:6][c:4]([CH3:3])[cH:5][s:7]1)[C:11](=[O:13])[C:14]12[CH2:15][CH:18]3[CH2:19][CH:21]([CH2:17]1)[CH2:22][CH:23]([CH2:16]2)[CH2:20]3.[I:2][H:12],-28.6,25.91
1,30443,[CH3:1][CH:2]([CH3:3])[O:4][C:5](=[O:6])[c:7]1[cH:8][cH:10][cH:11][n:12][c:9]1[N:13]1[CH2:14][CH2:16][CH:17]([N:18]([C:19](=[O:21])[O:22][C:23]([CH3:24])([CH3:25])[CH3:26])[H:20])[CH2:15]1.[CH3:27][I:28]>>[CH3:1][CH:2]([CH3:3])[O:4][C:5](=[O:6])[c:7]1[cH:8][cH:10][cH:11][n:12][c:9]1[N:13]1[CH2:14][CH2:16][CH:17]([N:18]([C:19](=[O:21])[O:22][C:23]([CH3:24])([CH3:25])[CH3:26])[CH3:27])[CH2:15]1.[H:20][I:28],-8.37,25.98
1,27542_rev,[CH3:1][n:5]1[c:4](=[O:3])[c:6]([Cl:12])[cH:11][c:9]([Br:10])[cH:8]1.[I:2][H:7]>>[CH3:1][I:2].[O:3]=[c:4]1[n:5]([H:7])[cH:8][c:9]([Br:10])[cH:11][c:6]1[Cl:12],-14.36,26.01
1,2894_rev,[CH3:1][N:7]([S:4]([CH3:3])(=[O:5])=[O:6])[c:8]1[cH:10][cH:12][cH:13][c:14]([Br:15])[cH:11]1.[I:2][H:9]>>[CH3:1][I:2].[CH3:3][S:4](=[O:5])(=[O:6])[N:7]([c:8]1[cH:10][cH:12][cH:13][c:14]([Br:15])[cH:11]1)[H:9],-10.24,26.02
1,41566_rev,[CH3:1][O:20][CH:19]1[CH2:18][CH2:16][CH:15]([O:13][c:12]2[cH:11][n:9][c:8]3[cH:6][c:5]([O:4][CH3:3])[c:7]([O:24][CH3:25])[cH:23][c:10]3[n:14]2)[CH2:17][CH2:21]1.[I:2][H:22]>>[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][c:8]2[n:9][cH:11][c:12]([O:13][CH:15]3[CH2:16][CH2:18][CH:19]([O:20][H:22])[CH2:21][CH2:17]3)[n:14][c:10]2[cH:23][c:7]1[O:24][CH3:25],-1.2,26.04
1,41056,[CH3:1][I:2].[O:3]([CH:4]([CH2:6][O:8][CH2:9][c:10]1[cH:11][cH:13][cH:14][cH:15][cH:12]1)[C:7]([F:16])([F:17])[F:18])[H:5]>>[CH3:1][O:3][CH:4]([CH2:6][O:8][CH2:9][c:10]1[cH:11][cH:13][cH:14][cH:15][cH:12]1)[C:7]([F:16])([F:17])[F:18].[I:2][H:5],-5.22,26.05
1,43994_rev,[CH2:1]=[CH:2][CH2:3][O:11][c:10]1[cH:9][cH:7][c:6]([CH3:5])[c:8]2[c:12]1[C:14]([CH3:18])([CH3:19])[C:16](=[O:17])[NH:15]2.[I:4][H:13]>>[CH2:1]=[CH:2][CH2:3][I:4].[CH3:5][c:6]1[cH:7][cH:9][c:10]([O:11][H:13])[c:12]2[c:8]1[NH:15][C:16](=[O:17])[C:14]2([CH3:18])[CH3:19],-4.34,26.08
1,24557_rev,[CH3:1][n:11]1[cH:9][c:8]([CH2:7][C:5]([O:4][CH3:3])=[O:6])[c:10]2[c:13]1[cH:14][cH:15][cH:16][cH:17]2.[I:2][H:12]>>[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[CH2:7][c:8]1[cH:9][n:11]([H:12])[c:13]2[c:10]1[cH:17][cH:16][cH:15][cH:14]2,-14.4,26.18
1,39713_rev,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][O:8][CH2:9][CH2:11][c:12]1[cH:13][cH:15][cH:16][c:17]([F:18])[cH:14]1.[I:7][H:10]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][I:7].[O:8]([CH2:9][CH2:11][c:12]1[cH:13][cH:15][cH:16][c:17]([F:18])[cH:14]1)[H:10],-8.3,26.18
1,45460_rev,[CH3:1][n:6]1[c:4](=[O:3])[nH:5][cH:7][c:8]([F:9])[c:10]1=[O:11].[I:2][H:12]>>[CH3:1][I:2].[O:3]=[c:4]1[nH:5][cH:7][c:8]([F:9])[c:10](=[O:11])[n:6]1[H:12],-12.03,26.21
1,26154_rev,[CH3:1][O:17][c:10]1[c:8]([CH2:7][CH2:5][C:4](=[O:3])[N:6]2[CH2:19][CH2:21][CH2:22][CH2:20]2)[cH:9][cH:11][c:12]([N+:13](=[O:15])[O-:16])[cH:14]1.[I:2][H:18]>>[CH3:1][I:2].[O:3]=[C:4]([CH2:5][CH2:7][c:8]1[cH:9][cH:11][c:12]([N+:13](=[O:15])[O-:16])[cH:14][c:10]1[O:17][H:18])[N:6]1[CH2:19][CH2:21][CH2:22][CH2:20]1,-3.08,26.23
1,17499_rev,[CH3:1][O:14][CH2:13][CH2:11][c:10]1[cH:8][c:7]([C:5]([O:4][CH3:3])=[O:6])[c:9]([CH3:18])[c:16]([CH3:17])[cH:12]1.[I:2][H:15]>>[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[c:7]1[cH:8][c:10]([CH2:11][CH2:13][O:14][H:15])[cH:12][c:16]([CH3:17])[c:9]1[CH3:18],-9.16,26.29
1,31780_rev,[F:9][H:14].[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:7][c:8]([O:12][CH:13]2[CH2:15][NH:17][CH2:18][c:19]3[c:16]2[o:22][cH:21][cH:20]3)[c:10]([Cl:11])[cH:6]1>>[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:7][c:8]([F:9])[c:10]([Cl:11])[cH:6]1.[O:12]([CH:13]1[CH2:15][NH:17][CH2:18][c:19]2[c:16]1[o:22][cH:21][cH:20]2)[H:14],-4.87,26.3
1,29125_rev,[CH3:1][CH:2]([CH3:3])[O:5][c:6]1[cH:8][cH:10][cH:11][c:12]([F:13])[cH:9]1.[I:4][H:7]>>[CH3:1][CH:2]([CH3:3])[I:4].[O:5]([c:6]1[cH:8][cH:10][cH:11][c:12]([F:13])[cH:9]1)[H:7],-8.5,26.32
1,48278_rev,[CH3:1][O:10][c:9]1[cH:8][cH:6][c:5]([CH:4]=[O:3])[c:7]([OH:13])[cH:11]1.[I:2][H:12]>>[CH3:1][I:2].[O:3]=[CH:4][c:5]1[cH:6][cH:8][c:9]([O:10][H:12])[cH:11][c:7]1[OH:13],-6.29,26.32
1,20071_rev,[CH3:1][C:2]([CH3:3])([O:4][CH3:28])[c:5]1[cH:7][cH:9][c:10]([Cl:11])[c:12]2[c:8]1[n:15]1[c:14]([n:13]2)[N:16]([c:20]2[cH:21][cH:23][c:24]([Cl:25])[cH:26][c:22]2[Cl:27])[CH2:19][CH2:18][CH2:17]1.[H:6][I:29]>>[CH3:1][C:2]([CH3:3])([O:4][H:6])[c:5]1[cH:7][cH:9][c:10]([Cl:11])[c:12]2[c:8]1[n:15]1[c:14]([n:13]2)[N:16]([c:20]2[cH:21][cH:23][c:24]([Cl:25])[cH:26][c:22]2[Cl:27])[CH2:19][CH2:18][CH2:17]1.[CH3:28][I:29],-2.52,26.33
1,3923,[CH3:1][CH2:2][CH2:3][I:4].[CH3:5][C:6]([CH3:7])([CH3:8])[c:9]1[cH:10][c:12]([Br:13])[c:14]([O:15][H:17])[c:16]([C:18]([CH3:19])([CH3:20])[CH3:21])[cH:11]1>>[CH3:1][CH2:2][CH2:3][O:15][c:14]1[c:12]([Br:13])[cH:10][c:9]([C:6]([CH3:5])([CH3:7])[CH3:8])[cH:11][c:16]1[C:18]([CH3:19])([CH3:20])[CH3:21].[I:4][H:17],1.56,26.35
1,19040_rev,[CH3:1][n:8]1[c:7]2[cH:5][c:4]([F:3])[c:6]([Br:14])[cH:13][c:9]2[cH:12][n:11]1.[I:2][H:10]>>[CH3:1][I:2].[F:3][c:4]1[cH:5][c:7]2[n:8]([H:10])[n:11][cH:12][c:9]2[cH:13][c:6]1[Br:14],-20.39,26.36
1,45447_rev,[CH3:1][n:11]1[c:10]2[c:7]([c:5]([CH:4]=[O:3])[cH:6][cH:8][cH:9]2)[cH:14][cH:13]1.[I:2][H:12]>>[CH3:1][I:2].[O:3]=[CH:4][c:5]1[cH:6][cH:8][cH:9][c:10]2[c:7]1[cH:14][cH:13][n:11]2[H:12],-14.98,26.43
1,30999,[CH3:1][I:2].[CH3:3][CH:4]1[CH2:5][CH2:7][CH:8]([N:9]2[CH2:10][C:12]([F:13])([F:14])[C:15](=[O:16])[N:17]([H:18])[c:19]3[c:11]2[n:24][c:22]([Cl:23])[n:21][cH:20]3)[CH2:6]1>>[CH3:1][N:17]1[C:15](=[O:16])[C:12]([F:13])([F:14])[CH2:10][N:9]([CH:8]2[CH2:6][CH:4]([CH3:3])[CH2:5][CH2:7]2)[c:11]2[c:19]1[cH:20][n:21][c:22]([Cl:23])[n:24]2.[I:2][H:18],-15.44,26.44
1,30182,[CH3:1][I:2].[CH3:3][c:4]1[n:5]([H:7])[cH:8][c:9]([CH:10]([OH:12])[C:13]([F:14])([F:15])[F:16])[c:11](=[O:17])[c:6]1[O:18][CH2:19][c:20]1[cH:21][cH:23][cH:24][cH:25][cH:22]1>>[CH3:1][n:5]1[c:4]([CH3:3])[c:6]([O:18][CH2:19][c:20]2[cH:21][cH:23][cH:24][cH:25][cH:22]2)[c:11](=[O:17])[c:9]([CH:10]([OH:12])[C:13]([F:14])([F:15])[F:16])[cH:8]1.[I:2][H:7],-18.77,26.54
1,38680_rev,[CH3:1][n:8]1[cH:6][c:5]([CH:4]=[O:3])[c:7]2[c:10]1[cH:11][cH:12][c:13]([F:14])[cH:15]2.[I:2][H:9]>>[CH3:1][I:2].[O:3]=[CH:4][c:5]1[cH:6][n:8]([H:9])[c:10]2[c:7]1[cH:15][c:13]([F:14])[cH:12][cH:11]2,-15.43,26.57
1,30702_rev,[CH3:1][CH2:2][CH2:3][CH:4]([CH2:5][C:7](=[O:8])[c:9]1[cH:10][cH:12][c:13](=[O:14])[n:15]([CH3:23])[cH:11]1)[c:6]1[cH:17][cH:19][c:20]([Br:21])[cH:22][cH:18]1.[H:16][I:24]>>[CH3:1][CH2:2][CH2:3][CH:4]([CH2:5][C:7](=[O:8])[c:9]1[cH:10][cH:12][c:13](=[O:14])[n:15]([H:16])[cH:11]1)[c:6]1[cH:17][cH:19][c:20]([Br:21])[cH:22][cH:18]1.[CH3:23][I:24],-11.19,26.57
1,9042,[CH3:1][I:2].[CH3:3][O:4][C:5]1([c:6]2[cH:9][c:11]([F:12])[cH:13][c:14]([S:15][c:16]3[cH:17][cH:19][c:20]4[c:21]([cH:18]3)[O:23][CH:24]([CH3:25])[C:26](=[O:27])[N:22]4[H:28])[cH:10]2)[CH2:7][CH2:29][O:30][CH2:31][CH2:8]1>>[CH3:1][N:22]1[c:20]2[cH:19][cH:17][c:16]([S:15][c:14]3[cH:10][c:6]([C:5]4([O:4][CH3:3])[CH2:7][CH2:29][O:30][CH2:31][CH2:8]4)[cH:9][c:11]([F:12])[cH:13]3)[cH:18][c:21]2[O:23][CH:24]([CH3:25])[C:26]1=[O:27].[I:2][H:28],-14.69,26.66
1,26963,[CH3:1][I:2].[CH3:3][O:4][C:5](=[O:6])[CH:7]1[CH2:8][CH:10]([O:11][H:13])[CH2:12][N:9]1[C:14](=[O:15])[O:16][CH2:17][c:18]1[cH:19][cH:21][cH:22][cH:23][cH:20]1>>[CH3:1][O:11][CH:10]1[CH2:8][CH:7]([C:5]([O:4][CH3:3])=[O:6])[N:9]([C:14](=[O:15])[O:16][CH2:17][c:18]2[cH:19][cH:21][cH:22][cH:23][cH:20]2)[CH2:12]1.[I:2][H:13],-3.95,26.66
1,30461_rev,[CH3:1][O:12][c:11]1[cH:9][c:8]([C:6]([O:5][CH2:4][CH3:3])=[O:7])[c:10]([CH3:16])[cH:15][cH:13]1.[I:2][H:14]>>[CH3:1][I:2].[CH3:3][CH2:4][O:5][C:6](=[O:7])[c:8]1[cH:9][c:11]([O:12][H:14])[cH:13][cH:15][c:10]1[CH3:16],-7.54,26.66
1,20286_rev,[CH3:1][O:18][c:10]1[c:8]([C:6]([O:5][CH2:4][CH3:3])=[O:7])[cH:9][n:11][c:12]([C:13]([CH3:15])([CH3:16])[CH3:17])[n:14]1.[I:2][H:19]>>[CH3:1][I:2].[CH3:3][CH2:4][O:5][C:6](=[O:7])[c:8]1[cH:9][n:11][c:12]([C:13]([CH3:15])([CH3:16])[CH3:17])[n:14][c:10]1[O:18][H:19],18.87,26.66
1,29889,[CH3:1][I:2].[CH3:3][C:4]([CH3:5])([O:6][H:8])[c:7]1[cH:9][cH:11][cH:12][c:13]([Br:14])[n:10]1>>[CH3:1][O:6][C:4]([CH3:3])([CH3:5])[c:7]1[cH:9][cH:11][cH:12][c:13]([Br:14])[n:10]1.[I:2][H:8],-1.99,26.67
1,39754,[CH3:1][I:2].[CH3:3][O:4][c:5]1[cH:6][c:8]([N:9]2[CH2:11][CH2:13][N:14]([C:15](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH:16]([CH2:23][O:24][H:25])[CH2:12]2)[cH:10][cH:26][c:7]1[Cl:27]>>[CH3:1][O:24][CH2:23][CH:16]1[CH2:12][N:9]([c:8]2[cH:6][c:5]([O:4][CH3:3])[c:7]([Cl:27])[cH:26][cH:10]2)[CH2:11][CH2:13][N:14]1[C:15](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22].[I:2][H:25],-9.64,26.73
1,37186,[CH3:1][I:2].[O:3]=[C:4]1[N:5]([H:7])[CH2:8][CH2:9][c:10]2[c:6]1[o:14][c:12]([CH2:13][O:15][c:16]1[cH:17][cH:19][cH:20][cH:21][cH:18]1)[n:11]2>>[CH3:1][N:5]1[C:4](=[O:3])[c:6]2[c:10]([n:11][c:12]([CH2:13][O:15][c:16]3[cH:17][cH:19][cH:20][cH:21][cH:18]3)[o:14]2)[CH2:9][CH2:8]1.[I:2][H:7],-12.97,26.74
1,11640_rev,[CH3:1][n:21]1[c:13]([CH:11]([O:9][CH:8]2[CH2:7][CH2:5][N:4]([CH3:3])[CH2:6][CH2:10]2)[c:12]2[cH:14][cH:16][cH:17][c:18]([I:19])[cH:15]2)[n:20][c:22]2[cH:23][cH:25][cH:26][cH:27][c:24]12.[I:2][H:28]>>[CH3:1][I:2].[CH3:3][N:4]1[CH2:5][CH2:7][CH:8]([O:9][CH:11]([c:12]2[cH:14][cH:16][cH:17][c:18]([I:19])[cH:15]2)[c:13]2[n:20][c:22]3[cH:23][cH:25][cH:26][cH:27][c:24]3[n:21]2[H:28])[CH2:10][CH2:6]1,27.56,26.8
1,2797,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][CH:12]([n:13]2[c:15](=[O:17])[n:18]([H:19])[c:20]3[c:16]2[cH:24][cH:23][cH:22][cH:21]3)[CH2:14][CH2:10]1.[CH3:25][I:26]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:11][CH:12]([n:13]2[c:15](=[O:17])[n:18]([CH3:25])[c:20]3[c:16]2[cH:24][cH:23][cH:22][cH:21]3)[CH2:14][CH2:10]1.[H:19][I:26],-15.32,26.83
1,49417,[CH3:1][N:2]1[CH2:3][CH2:5][CH:6]([OH:7])[CH2:8][CH2:4]1.[CH3:9][O:10][c:11]1[cH:12][cH:14][c:15]([NH:16][C:18](=[O:19])[c:20]2[cH:21][cH:23][cH:24][n:25][c:22]2[NH:26][c:27]2[cH:28][cH:30][c:31]3[cH:32][n:34][nH:35][c:33]3[cH:29]2)[cH:17][c:13]1[O:36][H:37]>>[CH3:1][N:2]1[CH2:3][CH2:5][CH:6]([O:36][c:13]2[c:11]([O:10][CH3:9])[cH:12][cH:14][c:15]([NH:16][C:18](=[O:19])[c:20]3[cH:21][cH:23][cH:24][n:25][c:22]3[NH:26][c:27]3[cH:28][cH:30][c:31]4[cH:32][n:34][nH:35][c:33]4[cH:29]3)[cH:17]2)[CH2:8][CH2:4]1.[OH:7][H:37],-36.04,26.9
1,18980_rev,[CH3:1][N+:16]([CH:14]([CH2:13][CH2:12][CH:6]1[CH:4]([CH3:3])[CH2:5][CH2:7][CH2:8][C:9]1([CH3:10])[CH3:11])[CH3:15])([CH3:17])[CH3:18].[I-:2]>>[CH3:1][I:2].[CH3:3][CH:4]1[CH2:5][CH2:7][CH2:8][C:9]([CH3:10])([CH3:11])[CH:6]1[CH2:12][CH2:13][CH:14]([CH3:15])[N:16]([CH3:17])[CH3:18],4.38,26.91
